record_id,entity_id,entity_name,sector,asset_id,severity,category,opened_at,closed_at,escalated,disposition,investigation_notes,closure_time_minutes
ALT-0027808,CSE-022,Civic Hospital Network,Healthcare,AST-022-02,LOW,Denial of Service,2026-02-22T13:01:00,2026-02-22T17:39:00,false,FALSE_POSITIVE,Correlated with the change record raised the same morning. Approved maintenance. (case 029653),278.00
ALT-0027809,CSE-022,Civic Hospital Network,Healthcare,AST-022-02,LOW,Denial of Service,2026-02-22T14:01:00,2026-02-22T20:39:00,false,FALSE_POSITIVE,Correlated with the change record raised the same morning. Approved maintenance. (case 028933),398.00
ALT-0027810,CSE-022,Civic Hospital Network,Healthcare,AST-022-02,LOW,Phishing,2026-02-22T16:01:00,2026-02-22T17:39:00,false,FALSE_POSITIVE,Correlated with the change record raised the same morning. Approved maintenance. (case 029473),98.00
ALT-0027811,CSE-022,Civic Hospital Network,Healthcare,AST-022-02,LOW,Phishing,2026-02-22T17:01:00,2026-02-22T20:39:00,false,FALSE_POSITIVE,Correlated with the change record raised the same morning. Approved maintenance. (case 028753),218.00
ALT-0027812,CSE-022,Civic Hospital Network,Healthcare,AST-022-01,LOW,Malware,2026-02-23T08:24:00,2026-02-23T09:01:00,true,TRUE_POSITIVE,Reviewed proxy logs for the source host; traffic consistent with a scheduled backup job. (case 029832),37.00
ALT-0027813,CSE-022,Civic Hospital Network,Healthcare,AST-022-01,LOW,Malware,2026-02-23T09:24:00,2026-02-23T12:01:00,true,TRUE_POSITIVE,Reviewed proxy logs for the source host; traffic consistent with a scheduled backup job. (case 029112),157.00
ALT-0027814,CSE-022,Civic Hospital Network,Healthcare,AST-022-01,LOW,Insider Threat,2026-02-23T11:24:00,2026-02-23T16:01:00,true,TRUE_POSITIVE,Reviewed proxy logs for the source host; traffic consistent with a scheduled backup job. (case 029652),277.00
ALT-0027815,CSE-022,Civic Hospital Network,Healthcare,AST-022-01,LOW,Insider Threat,2026-02-23T12:24:00,2026-02-23T19:01:00,true,TRUE_POSITIVE,Reviewed proxy logs for the source host; traffic consistent with a scheduled backup job. (case 028932),397.00
ALT-0027816,CSE-022,Civic Hospital Network,Healthcare,AST-022-01,LOW,Malware,2026-02-23T14:24:00,2026-02-23T16:01:00,true,TRUE_POSITIVE,Reviewed proxy logs for the source host; traffic consistent with a scheduled backup job. (case 029472),97.00
ALT-0027817,CSE-022,Civic Hospital Network,Healthcare,AST-022-01,LOW,Malware,2026-02-23T15:24:00,2026-02-23T19:01:00,true,TRUE_POSITIVE,Reviewed proxy logs for the source host; traffic consistent with a scheduled backup job. (case 028752),217.00
ALT-0027818,CSE-022,Civic Hospital Network,Healthcare,AST-022-01,LOW,Insider Threat,2026-02-23T17:24:00,2026-02-23T23:01:00,true,TRUE_POSITIVE,Reviewed proxy logs for the source host; traffic consistent with a scheduled backup job. (case 029292),337.00
ALT-0027819,CSE-022,Civic Hospital Network,Healthcare,AST-022-01,LOW,Insider Threat,2026-02-23T18:24:00,2026-02-23T19:01:00,true,TRUE_POSITIVE,Reviewed proxy logs for the source host; traffic consistent with a scheduled backup job. (case 028572),37.00
ALT-0027820,CSE-022,Civic Hospital Network,Healthcare,AST-022-12,CRITICAL,Data Exfiltration,2026-02-24T09:47:00,2026-02-24T14:23:00,true,BENIGN,Patched the affected service and confirmed the exploit path is closed. (case 029651),276.00
ALT-0027821,CSE-022,Civic Hospital Network,Healthcare,AST-022-12,CRITICAL,Data Exfiltration,2026-02-24T10:47:00,2026-02-24T17:23:00,true,BENIGN,Patched the affected service and confirmed the exploit path is closed. (case 028931),396.00
ALT-0027822,CSE-022,Civic Hospital Network,Healthcare,AST-022-12,CRITICAL,Policy Violation,2026-02-24T12:47:00,2026-02-24T14:23:00,true,BENIGN,Patched the affected service and confirmed the exploit path is closed. (case 029471),96.00
ALT-0027823,CSE-022,Civic Hospital Network,Healthcare,AST-022-12,CRITICAL,Policy Violation,2026-02-24T13:47:00,2026-02-24T17:23:00,true,BENIGN,Patched the affected service and confirmed the exploit path is closed. (case 028751),216.00
ALT-0027824,CSE-022,Civic Hospital Network,Healthcare,AST-022-12,CRITICAL,Data Exfiltration,2026-02-24T15:47:00,2026-02-24T21:23:00,true,BENIGN,Patched the affected service and confirmed the exploit path is closed. (case 029291),336.00
ALT-0027825,CSE-022,Civic Hospital Network,Healthcare,AST-022-12,CRITICAL,Data Exfiltration,2026-02-24T16:47:00,2026-02-24T17:23:00,true,BENIGN,Patched the affected service and confirmed the exploit path is closed. (case 028571),36.00
ALT-0027826,CSE-022,Civic Hospital Network,Healthcare,AST-022-12,CRITICAL,Policy Violation,2026-02-24T17:47:00,2026-02-24T18:23:00,true,BENIGN,Patched the affected service and confirmed the exploit path is closed. (case 029831),36.00
ALT-0027827,CSE-022,Civic Hospital Network,Healthcare,AST-022-12,CRITICAL,Policy Violation,2026-02-24T18:47:00,2026-02-24T21:23:00,true,BENIGN,Patched the affected service and confirmed the exploit path is closed. (case 029111),156.00
ALT-0027828,CSE-022,Civic Hospital Network,Healthcare,AST-022-11,HIGH,Unauthorized Access,2026-02-25T08:10:00,2026-02-25T14:45:00,false,FALSE_POSITIVE,Mailbox rule removed and the user re-enrolled in phishing awareness training. (case 028930),395.00
ALT-0027829,CSE-022,Civic Hospital Network,Healthcare,AST-022-11,HIGH,Vulnerability Exploit,2026-02-25T10:10:00,2026-02-25T11:45:00,false,FALSE_POSITIVE,Mailbox rule removed and the user re-enrolled in phishing awareness training. (case 029470),95.00
ALT-0027830,CSE-022,Civic Hospital Network,Healthcare,AST-022-11,HIGH,Vulnerability Exploit,2026-02-25T11:10:00,2026-02-25T14:45:00,false,FALSE_POSITIVE,Mailbox rule removed and the user re-enrolled in phishing awareness training. (case 028750),215.00
ALT-0027831,CSE-022,Civic Hospital Network,Healthcare,AST-022-11,HIGH,Unauthorized Access,2026-02-25T13:10:00,2026-02-25T18:45:00,false,FALSE_POSITIVE,Mailbox rule removed and the user re-enrolled in phishing awareness training. (case 029290),335.00
ALT-0027832,CSE-022,Civic Hospital Network,Healthcare,AST-022-11,HIGH,Unauthorized Access,2026-02-25T14:10:00,2026-02-25T14:45:00,false,FALSE_POSITIVE,Mailbox rule removed and the user re-enrolled in phishing awareness training. (case 028570),35.00
ALT-0027833,CSE-022,Civic Hospital Network,Healthcare,AST-022-11,HIGH,Vulnerability Exploit,2026-02-25T15:10:00,2026-02-25T15:45:00,false,FALSE_POSITIVE,Mailbox rule removed and the user re-enrolled in phishing awareness training. (case 029830),35.00
ALT-0027834,CSE-022,Civic Hospital Network,Healthcare,AST-022-11,HIGH,Vulnerability Exploit,2026-02-25T16:10:00,2026-02-25T18:45:00,false,FALSE_POSITIVE,Mailbox rule removed and the user re-enrolled in phishing awareness training. (case 029110),155.00
ALT-0027835,CSE-022,Civic Hospital Network,Healthcare,AST-022-11,HIGH,Unauthorized Access,2026-02-25T18:10:00,2026-02-25T22:45:00,false,FALSE_POSITIVE,Mailbox rule removed and the user re-enrolled in phishing awareness training. (case 029650),275.00
ALT-0027836,CSE-022,Civic Hospital Network,Healthcare,AST-022-10,MEDIUM,Denial of Service,2026-02-26T08:33:00,2026-02-26T10:07:00,true,TRUE_POSITIVE,Verified against the threat intel feed. Indicator is a known false positive. (case 029469),94.00
ALT-0027837,CSE-022,Civic Hospital Network,Healthcare,AST-022-10,MEDIUM,Denial of Service,2026-02-26T09:33:00,2026-02-26T13:07:00,true,TRUE_POSITIVE,Verified against the threat intel feed. Indicator is a known false positive. (case 028749),214.00
ALT-0027838,CSE-022,Civic Hospital Network,Healthcare,AST-022-10,MEDIUM,Phishing,2026-02-26T11:33:00,2026-02-26T17:07:00,true,TRUE_POSITIVE,Verified against the threat intel feed. Indicator is a known false positive. (case 029289),334.00
ALT-0027839,CSE-022,Civic Hospital Network,Healthcare,AST-022-10,MEDIUM,Phishing,2026-02-26T12:33:00,2026-02-26T13:07:00,true,TRUE_POSITIVE,Verified against the threat intel feed. Indicator is a known false positive. (case 028569),34.00
ALT-0027840,CSE-022,Civic Hospital Network,Healthcare,AST-022-10,MEDIUM,Denial of Service,2026-02-26T13:33:00,2026-02-26T14:07:00,true,TRUE_POSITIVE,Verified against the threat intel feed. Indicator is a known false positive. (case 029829),34.00
ALT-0027841,CSE-022,Civic Hospital Network,Healthcare,AST-022-10,MEDIUM,Denial of Service,2026-02-26T14:33:00,2026-02-26T17:07:00,true,TRUE_POSITIVE,Verified against the threat intel feed. Indicator is a known false positive. (case 029109),154.00
ALT-0027842,CSE-022,Civic Hospital Network,Healthcare,AST-022-10,MEDIUM,Phishing,2026-02-26T16:33:00,2026-02-26T21:07:00,true,TRUE_POSITIVE,Verified against the threat intel feed. Indicator is a known false positive. (case 029649),274.00
ALT-0027843,CSE-022,Civic Hospital Network,Healthcare,AST-022-10,MEDIUM,Phishing,2026-02-26T17:33:00,2026-02-27T00:07:00,true,TRUE_POSITIVE,Verified against the threat intel feed. Indicator is a known false positive. (case 028929),394.00
ALT-0027844,CSE-022,Civic Hospital Network,Healthcare,AST-022-09,MEDIUM,Malware,2026-02-27T09:56:00,2026-02-27T15:29:00,false,BENIGN,Escalated to tier 2 after confirming lateral movement attempts from the host. (case 029288),333.00
ALT-0027845,CSE-022,Civic Hospital Network,Healthcare,AST-022-09,MEDIUM,Malware,2026-02-27T10:56:00,2026-02-27T11:29:00,false,BENIGN,Escalated to tier 2 after confirming lateral movement attempts from the host. (case 028568),33.00
ALT-0027846,CSE-022,Civic Hospital Network,Healthcare,AST-022-09,MEDIUM,Insider Threat,2026-02-27T11:56:00,2026-02-27T12:29:00,false,BENIGN,Escalated to tier 2 after confirming lateral movement attempts from the host. (case 029828),33.00
ALT-0027847,CSE-022,Civic Hospital Network,Healthcare,AST-022-09,MEDIUM,Insider Threat,2026-02-27T12:56:00,2026-02-27T15:29:00,false,BENIGN,Escalated to tier 2 after confirming lateral movement attempts from the host. (case 029108),153.00
ALT-0027848,CSE-022,Civic Hospital Network,Healthcare,AST-022-09,MEDIUM,Malware,2026-02-27T14:56:00,2026-02-27T19:29:00,false,BENIGN,Escalated to tier 2 after confirming lateral movement attempts from the host. (case 029648),273.00
ALT-0027849,CSE-022,Civic Hospital Network,Healthcare,AST-022-09,MEDIUM,Malware,2026-02-27T15:56:00,2026-02-27T22:29:00,false,BENIGN,Escalated to tier 2 after confirming lateral movement attempts from the host. (case 028928),393.00
ALT-0027850,CSE-022,Civic Hospital Network,Healthcare,AST-022-09,MEDIUM,Insider Threat,2026-02-27T17:56:00,2026-02-27T19:29:00,false,BENIGN,Escalated to tier 2 after confirming lateral movement attempts from the host. (case 029468),93.00
ALT-0027851,CSE-022,Civic Hospital Network,Healthcare,AST-022-09,MEDIUM,Insider Threat,2026-02-27T18:56:00,2026-02-27T22:29:00,false,BENIGN,Escalated to tier 2 after confirming lateral movement attempts from the host. (case 028748),213.00
ALT-0027852,CSE-022,Civic Hospital Network,Healthcare,AST-022-08,LOW,Policy Violation,2026-02-28T08:19:00,2026-02-28T08:51:00,false,FALSE_POSITIVE,Firewall rule reviewed; the source range belongs to the partner VPN. (case 028567),32.00
ALT-0027853,CSE-022,Civic Hospital Network,Healthcare,AST-022-08,LOW,Data Exfiltration,2026-02-28T09:19:00,2026-02-28T09:51:00,false,FALSE_POSITIVE,Firewall rule reviewed; the source range belongs to the partner VPN. (case 029827),32.00
ALT-0027854,CSE-022,Civic Hospital Network,Healthcare,AST-022-08,LOW,Data Exfiltration,2026-02-28T10:19:00,2026-02-28T12:51:00,false,FALSE_POSITIVE,Firewall rule reviewed; the source range belongs to the partner VPN. (case 029107),152.00
ALT-0027855,CSE-022,Civic Hospital Network,Healthcare,AST-022-08,LOW,Policy Violation,2026-02-28T12:19:00,2026-02-28T16:51:00,false,FALSE_POSITIVE,Firewall rule reviewed; the source range belongs to the partner VPN. (case 029647),272.00
ALT-0027856,CSE-022,Civic Hospital Network,Healthcare,AST-022-08,LOW,Policy Violation,2026-02-28T13:19:00,2026-02-28T19:51:00,false,FALSE_POSITIVE,Firewall rule reviewed; the source range belongs to the partner VPN. (case 028927),392.00
ALT-0027857,CSE-022,Civic Hospital Network,Healthcare,AST-022-08,LOW,Data Exfiltration,2026-02-28T15:19:00,2026-02-28T16:51:00,false,FALSE_POSITIVE,Firewall rule reviewed; the source range belongs to the partner VPN. (case 029467),92.00
ALT-0027858,CSE-022,Civic Hospital Network,Healthcare,AST-022-08,LOW,Data Exfiltration,2026-02-28T16:19:00,2026-02-28T19:51:00,false,FALSE_POSITIVE,Firewall rule reviewed; the source range belongs to the partner VPN. (case 028747),212.00
ALT-0027859,CSE-022,Civic Hospital Network,Healthcare,AST-022-08,LOW,Policy Violation,2026-02-28T18:19:00,2026-02-28T23:51:00,false,FALSE_POSITIVE,Firewall rule reviewed; the source range belongs to the partner VPN. (case 029287),332.00
ALT-0027860,CSE-022,Civic Hospital Network,Healthcare,AST-022-07,LOW,Unauthorized Access,2026-03-01T08:42:00,2026-03-01T11:13:00,true,TRUE_POSITIVE,Endpoint isolated and reimaged. Credentials rotated for the affected account. (case 029106),151.00
ALT-0027861,CSE-022,Civic Hospital Network,Healthcare,AST-022-07,LOW,Vulnerability Exploit,2026-03-01T10:42:00,2026-03-01T15:13:00,true,TRUE_POSITIVE,Endpoint isolated and reimaged. Credentials rotated for the affected account. (case 029646),271.00
ALT-0027862,CSE-022,Civic Hospital Network,Healthcare,AST-022-07,LOW,Vulnerability Exploit,2026-03-01T11:42:00,2026-03-01T18:13:00,true,TRUE_POSITIVE,Endpoint isolated and reimaged. Credentials rotated for the affected account. (case 028926),391.00
ALT-0027863,CSE-022,Civic Hospital Network,Healthcare,AST-022-07,LOW,Unauthorized Access,2026-03-01T13:42:00,2026-03-01T15:13:00,true,TRUE_POSITIVE,Endpoint isolated and reimaged. Credentials rotated for the affected account. (case 029466),91.00
ALT-0027864,CSE-022,Civic Hospital Network,Healthcare,AST-022-07,LOW,Unauthorized Access,2026-03-01T14:42:00,2026-03-01T18:13:00,true,TRUE_POSITIVE,Endpoint isolated and reimaged. Credentials rotated for the affected account. (case 028746),211.00
ALT-0027865,CSE-022,Civic Hospital Network,Healthcare,AST-022-07,LOW,Vulnerability Exploit,2026-03-01T16:42:00,2026-03-01T22:13:00,true,TRUE_POSITIVE,Endpoint isolated and reimaged. Credentials rotated for the affected account. (case 029286),331.00
ALT-0027866,CSE-022,Civic Hospital Network,Healthcare,AST-022-07,LOW,Vulnerability Exploit,2026-03-01T17:42:00,2026-03-01T18:13:00,true,TRUE_POSITIVE,Endpoint isolated and reimaged. Credentials rotated for the affected account. (case 028566),31.00
ALT-0027867,CSE-022,Civic Hospital Network,Healthcare,AST-022-07,LOW,Unauthorized Access,2026-03-01T18:42:00,2026-03-01T19:13:00,true,TRUE_POSITIVE,Endpoint isolated and reimaged. Credentials rotated for the affected account. (case 029826),31.00
ALT-0027868,CSE-022,Civic Hospital Network,Healthcare,AST-022-06,CRITICAL,Denial of Service,2026-03-02T08:05:00,2026-03-02T12:35:00,true,BENIGN,Traced to a misconfigured monitoring agent. Ticket raised with platform team. (case 029645),270.00
ALT-0027869,CSE-022,Civic Hospital Network,Healthcare,AST-022-06,CRITICAL,Denial of Service,2026-03-02T09:05:00,2026-03-02T15:35:00,true,BENIGN,Traced to a misconfigured monitoring agent. Ticket raised with platform team. (case 028925),390.00
ALT-0027870,CSE-022,Civic Hospital Network,Healthcare,AST-022-06,CRITICAL,Phishing,2026-03-02T11:05:00,2026-03-02T12:35:00,true,BENIGN,Traced to a misconfigured monitoring agent. Ticket raised with platform team. (case 029465),90.00
ALT-0027871,CSE-022,Civic Hospital Network,Healthcare,AST-022-06,CRITICAL,Phishing,2026-03-02T12:05:00,2026-03-02T15:35:00,true,BENIGN,Traced to a misconfigured monitoring agent. Ticket raised with platform team. (case 028745),210.00
ALT-0027872,CSE-022,Civic Hospital Network,Healthcare,AST-022-06,CRITICAL,Denial of Service,2026-03-02T14:05:00,2026-03-02T19:35:00,true,BENIGN,Traced to a misconfigured monitoring agent. Ticket raised with platform team. (case 029285),330.00
ALT-0027873,CSE-022,Civic Hospital Network,Healthcare,AST-022-06,CRITICAL,Denial of Service,2026-03-02T15:05:00,2026-03-02T15:35:00,true,BENIGN,Traced to a misconfigured monitoring agent. Ticket raised with platform team. (case 028565),30.00
ALT-0027874,CSE-022,Civic Hospital Network,Healthcare,AST-022-06,CRITICAL,Phishing,2026-03-02T16:05:00,2026-03-02T16:35:00,true,BENIGN,Traced to a misconfigured monitoring agent. Ticket raised with platform team. (case 029825),30.00
ALT-0027875,CSE-022,Civic Hospital Network,Healthcare,AST-022-06,CRITICAL,Phishing,2026-03-02T17:05:00,2026-03-02T19:35:00,true,BENIGN,Traced to a misconfigured monitoring agent. Ticket raised with platform team. (case 029105),150.00
ALT-0027876,CSE-022,Civic Hospital Network,Healthcare,AST-022-05,HIGH,Malware,2026-03-03T09:28:00,2026-03-03T10:57:00,false,FALSE_POSITIVE,Sandbox detonation returned no malicious behaviour. Sample retained for 30 days. (case 029464),89.00
ALT-0027877,CSE-022,Civic Hospital Network,Healthcare,AST-022-05,HIGH,Malware,2026-03-03T10:28:00,2026-03-03T13:57:00,false,FALSE_POSITIVE,Sandbox detonation returned no malicious behaviour. Sample retained for 30 days. (case 028744),209.00
ALT-0027878,CSE-022,Civic Hospital Network,Healthcare,AST-022-05,HIGH,Insider Threat,2026-03-03T12:28:00,2026-03-03T17:57:00,false,FALSE_POSITIVE,Sandbox detonation returned no malicious behaviour. Sample retained for 30 days. (case 029284),329.00
ALT-0027879,CSE-022,Civic Hospital Network,Healthcare,AST-022-05,HIGH,Insider Threat,2026-03-03T13:28:00,2026-03-03T13:57:00,false,FALSE_POSITIVE,Sandbox detonation returned no malicious behaviour. Sample retained for 30 days. (case 028564),29.00
ALT-0027880,CSE-022,Civic Hospital Network,Healthcare,AST-022-05,HIGH,Malware,2026-03-03T14:28:00,2026-03-03T14:57:00,false,FALSE_POSITIVE,Sandbox detonation returned no malicious behaviour. Sample retained for 30 days. (case 029824),29.00
ALT-0027881,CSE-022,Civic Hospital Network,Healthcare,AST-022-05,HIGH,Malware,2026-03-03T15:28:00,2026-03-03T17:57:00,false,FALSE_POSITIVE,Sandbox detonation returned no malicious behaviour. Sample retained for 30 days. (case 029104),149.00
ALT-0027882,CSE-022,Civic Hospital Network,Healthcare,AST-022-05,HIGH,Insider Threat,2026-03-03T17:28:00,2026-03-03T21:57:00,false,FALSE_POSITIVE,Sandbox detonation returned no malicious behaviour. Sample retained for 30 days. (case 029644),269.00
ALT-0027883,CSE-022,Civic Hospital Network,Healthcare,AST-022-05,HIGH,Insider Threat,2026-03-03T18:28:00,2026-03-04T00:57:00,false,FALSE_POSITIVE,Sandbox detonation returned no malicious behaviour. Sample retained for 30 days. (case 028924),389.00
ALT-0027884,CSE-022,Civic Hospital Network,Healthcare,AST-022-04,MEDIUM,Policy Violation,2026-03-04T08:51:00,2026-03-04T12:19:00,true,TRUE_POSITIVE,Contacted the asset owner; user confirmed the login from a new corporate device. (case 028743),208.00
ALT-0027885,CSE-022,Civic Hospital Network,Healthcare,AST-022-04,MEDIUM,Data Exfiltration,2026-03-04T10:51:00,2026-03-04T16:19:00,true,TRUE_POSITIVE,Contacted the asset owner; user confirmed the login from a new corporate device. (case 029283),328.00
ALT-0027886,CSE-022,Civic Hospital Network,Healthcare,AST-022-04,MEDIUM,Data Exfiltration,2026-03-04T11:51:00,2026-03-04T12:19:00,true,TRUE_POSITIVE,Contacted the asset owner; user confirmed the login from a new corporate device. (case 028563),28.00
ALT-0027887,CSE-022,Civic Hospital Network,Healthcare,AST-022-04,MEDIUM,Policy Violation,2026-03-04T12:51:00,2026-03-04T13:19:00,true,TRUE_POSITIVE,Contacted the asset owner; user confirmed the login from a new corporate device. (case 029823),28.00
ALT-0027888,CSE-022,Civic Hospital Network,Healthcare,AST-022-04,MEDIUM,Policy Violation,2026-03-04T13:51:00,2026-03-04T16:19:00,true,TRUE_POSITIVE,Contacted the asset owner; user confirmed the login from a new corporate device. (case 029103),148.00
ALT-0027889,CSE-022,Civic Hospital Network,Healthcare,AST-022-04,MEDIUM,Data Exfiltration,2026-03-04T15:51:00,2026-03-04T20:19:00,true,TRUE_POSITIVE,Contacted the asset owner; user confirmed the login from a new corporate device. (case 029643),268.00
ALT-0027890,CSE-022,Civic Hospital Network,Healthcare,AST-022-04,MEDIUM,Data Exfiltration,2026-03-04T16:51:00,2026-03-04T23:19:00,true,TRUE_POSITIVE,Contacted the asset owner; user confirmed the login from a new corporate device. (case 028923),388.00
ALT-0027891,CSE-022,Civic Hospital Network,Healthcare,AST-022-04,MEDIUM,Policy Violation,2026-03-04T18:51:00,2026-03-04T20:19:00,true,TRUE_POSITIVE,Contacted the asset owner; user confirmed the login from a new corporate device. (case 029463),88.00
ALT-0027892,CSE-022,Civic Hospital Network,Healthcare,AST-022-03,MEDIUM,Unauthorized Access,2026-03-05T08:14:00,2026-03-05T13:41:00,false,BENIGN,Confirmed the binary hash against the allowlist. Signed vendor update. (case 029282),327.00
ALT-0027893,CSE-022,Civic Hospital Network,Healthcare,AST-022-03,MEDIUM,Unauthorized Access,2026-03-05T09:14:00,2026-03-05T09:41:00,false,BENIGN,Confirmed the binary hash against the allowlist. Signed vendor update. (case 028562),27.00
ALT-0027894,CSE-022,Civic Hospital Network,Healthcare,AST-022-03,MEDIUM,Vulnerability Exploit,2026-03-05T10:14:00,2026-03-05T10:41:00,false,BENIGN,Confirmed the binary hash against the allowlist. Signed vendor update. (case 029822),27.00
ALT-0027895,CSE-022,Civic Hospital Network,Healthcare,AST-022-03,MEDIUM,Vulnerability Exploit,2026-03-05T11:14:00,2026-03-05T13:41:00,false,BENIGN,Confirmed the binary hash against the allowlist. Signed vendor update. (case 029102),147.00
ALT-0027896,CSE-022,Civic Hospital Network,Healthcare,AST-022-03,MEDIUM,Unauthorized Access,2026-03-05T13:14:00,2026-03-05T17:41:00,false,BENIGN,Confirmed the binary hash against the allowlist. Signed vendor update. (case 029642),267.00
ALT-0027897,CSE-022,Civic Hospital Network,Healthcare,AST-022-03,MEDIUM,Unauthorized Access,2026-03-05T14:14:00,2026-03-05T20:41:00,false,BENIGN,Confirmed the binary hash against the allowlist. Signed vendor update. (case 028922),387.00
ALT-0027898,CSE-022,Civic Hospital Network,Healthcare,AST-022-03,MEDIUM,Vulnerability Exploit,2026-03-05T16:14:00,2026-03-05T17:41:00,false,BENIGN,Confirmed the binary hash against the allowlist. Signed vendor update. (case 029462),87.00
ALT-0027899,CSE-022,Civic Hospital Network,Healthcare,AST-022-03,MEDIUM,Vulnerability Exploit,2026-03-05T17:14:00,2026-03-05T20:41:00,false,BENIGN,Confirmed the binary hash against the allowlist. Signed vendor update. (case 028742),207.00
ALT-0027900,CSE-022,Civic Hospital Network,Healthcare,AST-022-02,LOW,Denial of Service,2026-03-06T08:37:00,2026-03-06T09:03:00,false,FALSE_POSITIVE,Correlated with the change record raised the same morning. Approved maintenance. (case 029821),26.00
ALT-0027901,CSE-022,Civic Hospital Network,Healthcare,AST-022-02,LOW,Denial of Service,2026-03-06T09:37:00,2026-03-06T12:03:00,false,FALSE_POSITIVE,Correlated with the change record raised the same morning. Approved maintenance. (case 029101),146.00
ALT-0027902,CSE-022,Civic Hospital Network,Healthcare,AST-022-02,LOW,Phishing,2026-03-06T11:37:00,2026-03-06T16:03:00,false,FALSE_POSITIVE,Correlated with the change record raised the same morning. Approved maintenance. (case 029641),266.00
ALT-0027903,CSE-022,Civic Hospital Network,Healthcare,AST-022-02,LOW,Phishing,2026-03-06T12:37:00,2026-03-06T19:03:00,false,FALSE_POSITIVE,Correlated with the change record raised the same morning. Approved maintenance. (case 028921),386.00
ALT-0027904,CSE-022,Civic Hospital Network,Healthcare,AST-022-02,LOW,Denial of Service,2026-03-06T14:37:00,2026-03-06T16:03:00,false,FALSE_POSITIVE,Correlated with the change record raised the same morning. Approved maintenance. (case 029461),86.00
ALT-0027905,CSE-022,Civic Hospital Network,Healthcare,AST-022-02,LOW,Denial of Service,2026-03-06T15:37:00,2026-03-06T19:03:00,false,FALSE_POSITIVE,Correlated with the change record raised the same morning. Approved maintenance. (case 028741),206.00
ALT-0027906,CSE-022,Civic Hospital Network,Healthcare,AST-022-02,LOW,Phishing,2026-03-06T17:37:00,2026-03-06T23:03:00,false,FALSE_POSITIVE,Correlated with the change record raised the same morning. Approved maintenance. (case 029281),326.00
ALT-0027907,CSE-022,Civic Hospital Network,Healthcare,AST-022-02,LOW,Phishing,2026-03-06T18:37:00,2026-03-06T19:03:00,false,FALSE_POSITIVE,Correlated with the change record raised the same morning. Approved maintenance. (case 028561),26.00
ALT-0027908,CSE-022,Civic Hospital Network,Healthcare,AST-022-01,LOW,Malware,2026-03-07T09:00:00,2026-03-07T13:25:00,true,TRUE_POSITIVE,Reviewed proxy logs for the source host; traffic consistent with a scheduled backup job. (case 029640),265.00
ALT-0027909,CSE-022,Civic Hospital Network,Healthcare,AST-022-01,LOW,Malware,2026-03-07T10:00:00,2026-03-07T16:25:00,true,TRUE_POSITIVE,Reviewed proxy logs for the source host; traffic consistent with a scheduled backup job. (case 028920),385.00
ALT-0027910,CSE-022,Civic Hospital Network,Healthcare,AST-022-01,LOW,Insider Threat,2026-03-07T12:00:00,2026-03-07T13:25:00,true,TRUE_POSITIVE,Reviewed proxy logs for the source host; traffic consistent with a scheduled backup job. (case 029460),85.00
ALT-0027911,CSE-022,Civic Hospital Network,Healthcare,AST-022-01,LOW,Insider Threat,2026-03-07T13:00:00,2026-03-07T16:25:00,true,TRUE_POSITIVE,Reviewed proxy logs for the source host; traffic consistent with a scheduled backup job. (case 028740),205.00
ALT-0027912,CSE-022,Civic Hospital Network,Healthcare,AST-022-01,LOW,Malware,2026-03-07T15:00:00,2026-03-07T20:25:00,true,TRUE_POSITIVE,Reviewed proxy logs for the source host; traffic consistent with a scheduled backup job. (case 029280),325.00
ALT-0027913,CSE-022,Civic Hospital Network,Healthcare,AST-022-01,LOW,Malware,2026-03-07T16:00:00,2026-03-07T16:25:00,true,TRUE_POSITIVE,Reviewed proxy logs for the source host; traffic consistent with a scheduled backup job. (case 028560),25.00
ALT-0027914,CSE-022,Civic Hospital Network,Healthcare,AST-022-01,LOW,Insider Threat,2026-03-07T17:00:00,2026-03-07T17:25:00,true,TRUE_POSITIVE,Reviewed proxy logs for the source host; traffic consistent with a scheduled backup job. (case 029820),25.00
ALT-0027915,CSE-022,Civic Hospital Network,Healthcare,AST-022-01,LOW,Insider Threat,2026-03-07T18:00:00,2026-03-07T20:25:00,true,TRUE_POSITIVE,Reviewed proxy logs for the source host; traffic consistent with a scheduled backup job. (case 029100),145.00
ALT-0027916,CSE-022,Civic Hospital Network,Healthcare,AST-022-12,CRITICAL,Policy Violation,2026-03-08T08:23:00,2026-03-08T14:47:00,true,BENIGN,Patched the affected service and confirmed the exploit path is closed. (case 028919),384.00
ALT-0027917,CSE-022,Civic Hospital Network,Healthcare,AST-022-12,CRITICAL,Data Exfiltration,2026-03-08T10:23:00,2026-03-08T11:47:00,true,BENIGN,Patched the affected service and confirmed the exploit path is closed. (case 029459),84.00
ALT-0027918,CSE-022,Civic Hospital Network,Healthcare,AST-022-12,CRITICAL,Data Exfiltration,2026-03-08T11:23:00,2026-03-08T14:47:00,true,BENIGN,Patched the affected service and confirmed the exploit path is closed. (case 028739),204.00
ALT-0027919,CSE-022,Civic Hospital Network,Healthcare,AST-022-12,CRITICAL,Policy Violation,2026-03-08T13:23:00,2026-03-08T18:47:00,true,BENIGN,Patched the affected service and confirmed the exploit path is closed. (case 029279),324.00
